confidence,model,optimal_strategy,profile,regret,sample_id,selected_strategy,source_category,top1_correct,top2_recall,top3_recall
N/A,rule_based,brotli|9|identity,smallest,0.7966246598683008,8e0163f8d08517f2bfbd,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0245332897551163,8e0163f8d08517f2bfbd,raw|default|identity,video,False,True,True
N/A,rule_based,brotli|6|identity,balanced,0.35435346315682426,8e0163f8d08517f2bfbd,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.33445876334947644,81a445cc02e5ab1cabd2,zstd|9|identity,markdown,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.010189188338747629,81a445cc02e5ab1cabd2,zstd|1|identity,markdown,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.05005704161484342,81a445cc02e5ab1cabd2,zstd|9|identity,markdown,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.00039005398745888334,1dfa898e4b00116e4cab,brotli|9|identity,logs,False,False,False
N/A,rule_based,zstd|3|identity,fastest,2.4950486719903242e-05,1dfa898e4b00116e4cab,zstd|1|identity,logs,False,False,False
N/A,rule_based,zstd|6|identity,balanced,0.013452515255282755,1dfa898e4b00116e4cab,brotli|9|identity,logs,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.942488000075071,46873d3cf1d109fce5fb,raw|default|identity,model,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.02901214809009708,46873d3cf1d109fce5fb,raw|default|identity,model,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.3867402953039534,46873d3cf1d109fce5fb,raw|default|identity,model,False,False,False
N/A,rule_based,bzip2|9|identity,smallest,0.04451329105474328,16a980a0d416c9105d7a,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0,16a980a0d416c9105d7a,zstd|1|identity,csv,True,True,True
N/A,rule_based,brotli|6|identity,balanced,0.028993427751482885,16a980a0d416c9105d7a,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9483507425051461,f34934e8101b36854b29,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|6|identity,fastest,0.03275540964734448,f34934e8101b36854b29,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4310880954965932,f34934e8101b36854b29,raw|default|identity,video,False,False,False
N/A,rule_based,bzip2|9|identity,smallest,0.038784980420856485,6e96649c37ae12817da8,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0,6e96649c37ae12817da8,zstd|1|identity,csv,True,True,True
N/A,rule_based,zstd|1|identity,balanced,0.034106824485221426,6e96649c37ae12817da8,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.13477894169016194,c9bfc414215801365a64,brotli|9|identity,markdown,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.002090604453941606,c9bfc414215801365a64,zstd|1|identity,markdown,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.14873342651927438,c9bfc414215801365a64,brotli|9|identity,markdown,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.023563570989834845,9ace52ebc2064c6576de,brotli|9|identity,model,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.0009055341456837805,9ace52ebc2064c6576de,zstd|1|identity,model,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.0799444191443092,9ace52ebc2064c6576de,brotli|9|identity,model,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.9511322073114574,546ace30fb0bb2e3783b,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.036804563502473193,546ace30fb0bb2e3783b,raw|default|identity,video,False,True,True
N/A,rule_based,brotli|6|identity,balanced,0.4293073880113994,546ace30fb0bb2e3783b,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.0,fb876718379f313755bf,brotli|9|identity,binary,True,True,True
N/A,rule_based,deflate|1|identity,fastest,0.002122551503587097,fb876718379f313755bf,zstd|1|identity,binary,False,True,True
N/A,rule_based,deflate|6|identity,balanced,0.017332367385400484,fb876718379f313755bf,brotli|9|identity,binary,False,False,False
N/A,rule_based,deflate|9|identity,smallest,0.29220753893926565,e43e7849d7ac7eee3e69,raw|default|identity,json,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.0010823104673099368,e43e7849d7ac7eee3e69,raw|default|identity,json,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.12756849811941814,e43e7849d7ac7eee3e69,raw|default|identity,json,False,False,False
N/A,rule_based,lzma2|6|identity,smallest,0.9440756156334874,bc559421f72cb439e577,raw|default|identity,model,False,False,False
N/A,rule_based,brotli|6|identity,fastest,0.026481383222831854,bc559421f72cb439e577,raw|default|identity,model,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.3867686833874039,bc559421f72cb439e577,raw|default|identity,model,False,False,False
N/A,rule_based,raw|default|identity,smallest,0.0,215155f5831d7da605e0,raw|default|identity,json,True,True,True
N/A,rule_based,raw|default|identity,fastest,0.0,215155f5831d7da605e0,raw|default|identity,json,True,True,True
N/A,rule_based,raw|default|identity,balanced,0.0,215155f5831d7da605e0,raw|default|identity,json,True,True,True
N/A,rule_based,brotli|11|identity,smallest,0.9422539373486799,1a26220d1e9b364d612d,raw|default|identity,model,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.026424725604118373,1a26220d1e9b364d612d,raw|default|identity,model,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.36878010439466613,1a26220d1e9b364d612d,raw|default|identity,model,False,False,False
N/A,rule_based,bzip2|9|identity,smallest,0.010414969377613928,665359906b3619ac985e,brotli|9|identity,binary,False,False,False
N/A,rule_based,deflate|6|identity,fastest,0.0020015011308484407,665359906b3619ac985e,zstd|1|identity,binary,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.04629010383460484,665359906b3619ac985e,brotli|9|identity,binary,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.07479548774167152,8a329048e6e90bc5e436,brotli|9|identity,markdown,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0,8a329048e6e90bc5e436,zstd|1|identity,markdown,True,True,True
N/A,rule_based,deflate|6|identity,balanced,0.10500180402876577,8a329048e6e90bc5e436,brotli|9|identity,markdown,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.0011566147867322733,f03df6e2a8c5298d2e1c,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|6|identity,fastest,0.0022968900759242333,f03df6e2a8c5298d2e1c,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.0263414419907808,f03df6e2a8c5298d2e1c,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.9433215873469689,040d6cd1913e63d0bf50,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.03601589301278688,040d6cd1913e63d0bf50,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4233537277071275,040d6cd1913e63d0bf50,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.0,b09d33b1dd2c5da1b94b,brotli|9|identity,model,True,True,True
N/A,rule_based,deflate|9|identity,fastest,0.007719405910712782,b09d33b1dd2c5da1b94b,zstd|1|identity,model,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.07312049280069424,b09d33b1dd2c5da1b94b,brotli|9|identity,model,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.0011301887662739547,d3b05331d36f10bb2338,brotli|9|identity,source_code,False,False,False
N/A,rule_based,deflate|1|identity,fastest,0.007784452524653571,d3b05331d36f10bb2338,zstd|1|identity,source_code,False,True,True
N/A,rule_based,deflate|9|identity,balanced,0.05304210677045255,d3b05331d36f10bb2338,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.026725216642345076,40427eff7bca38574998,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.005291788460883486,40427eff7bca38574998,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.26760610651619904,40427eff7bca38574998,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.9486407130213806,a8eee5cb651502b76851,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|6|identity,fastest,0.03853305065120369,a8eee5cb651502b76851,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4345467206684475,a8eee5cb651502b76851,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,smallest,0.957495542919611,b4d46d60eb50f24fdd68,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.03871028307014218,b4d46d60eb50f24fdd68,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4285697752726929,b4d46d60eb50f24fdd68,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.014099473131608715,a5121d3f04b140dd77b4,brotli|9|identity,json,False,False,False
N/A,rule_based,zstd|6|identity,fastest,0.0059488763443787986,a5121d3f04b140dd77b4,zstd|1|identity,json,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.018311126915299902,a5121d3f04b140dd77b4,brotli|9|identity,json,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.005542855869944487,90bb57d94e3fa72035ad,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0,90bb57d94e3fa72035ad,zstd|1|identity,csv,True,True,True
N/A,rule_based,zstd|9|identity,balanced,0.010965487411419858,90bb57d94e3fa72035ad,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.04922419134200963,e6054482722e27c4eb52,brotli|9|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.0045561290721577545,e6054482722e27c4eb52,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.06101948867365907,e6054482722e27c4eb52,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.018218370559321042,908ba22d7f9287d17ced,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|6|identity,fastest,0.002574676806509465,908ba22d7f9287d17ced,zstd|1|identity,csv,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.073692657405916,908ba22d7f9287d17ced,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.05406033342331749,f6d794d2819bbe2fb86d,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.01352808406841459,f6d794d2819bbe2fb86d,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.007469242554334163,f6d794d2819bbe2fb86d,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.03749745612849481,2dcc3b9b19cb845ad6a1,brotli|9|identity,source_code,False,False,False
N/A,rule_based,zstd|6|identity,fastest,0.002537581098409618,2dcc3b9b19cb845ad6a1,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.052505056227423436,2dcc3b9b19cb845ad6a1,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|4|identity,smallest,0.27178992904973037,921d357da1bee764ce1d,raw|default|identity,csv,False,False,False
N/A,rule_based,raw|default|identity,fastest,0.0,921d357da1bee764ce1d,raw|default|identity,csv,True,True,True
N/A,rule_based,brotli|4|identity,balanced,0.09436149394681159,921d357da1bee764ce1d,raw|default|identity,csv,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.0,d70e480f35e3d065646a,brotli|9|identity,source_code,True,True,True
N/A,rule_based,zstd|3|identity,fastest,5.1398227047140446e-05,d70e480f35e3d065646a,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|6|identity,balanced,0.01247888521040995,d70e480f35e3d065646a,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|4|identity,smallest,0.038910966952628245,0ebdf4283c5b6a0215ac,brotli|9|identity,text,False,False,False
N/A,rule_based,raw|default|identity,fastest,0.031595504681693434,0ebdf4283c5b6a0215ac,zstd|1|identity,text,False,False,True
N/A,rule_based,brotli|4|identity,balanced,0.023828489459270297,0ebdf4283c5b6a0215ac,brotli|9|identity,text,False,False,False
N/A,rule_based,raw|default|identity,smallest,0.0,a79486349dd2e056bef1,raw|default|identity,binary,True,True,True
N/A,rule_based,raw|default|identity,fastest,0.0,a79486349dd2e056bef1,raw|default|identity,binary,True,True,True
N/A,rule_based,raw|default|identity,balanced,0.0,a79486349dd2e056bef1,raw|default|identity,binary,True,True,True
N/A,rule_based,brotli|9|identity,smallest,0.0,3227da1dbc2dfac8e17f,brotli|9|identity,source_code,True,True,True
N/A,rule_based,deflate|1|identity,fastest,0.013433517973491807,3227da1dbc2dfac8e17f,zstd|1|identity,source_code,False,True,True
N/A,rule_based,deflate|9|identity,balanced,0.040500947123900156,3227da1dbc2dfac8e17f,brotli|9|identity,source_code,False,False,False
N/A,rule_based,raw|default|identity,smallest,0.0,e3912e357456af06dfed,raw|default|identity,csv,True,True,True
N/A,rule_based,raw|default|identity,fastest,0.0,e3912e357456af06dfed,raw|default|identity,csv,True,True,True
N/A,rule_based,raw|default|identity,balanced,0.0,e3912e357456af06dfed,raw|default|identity,csv,True,True,True
N/A,rule_based,brotli|11|identity,smallest,0.026459601072635286,43a808afe4de5b474271,brotli|9|identity,model,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.005363513090818776,43a808afe4de5b474271,zstd|1|identity,model,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.040390385590084975,43a808afe4de5b474271,brotli|9|identity,model,False,False,False
N/A,rule_based,brotli|9|identity,smallest,0.9472165125790029,adacdb3fb3b269d0e4ec,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.037665509129510444,adacdb3fb3b269d0e4ec,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.4280646508128955,adacdb3fb3b269d0e4ec,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|4|identity,smallest,0.03166157694027087,79bb325c3295747efea3,brotli|9|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,fastest,0.027738567439560345,79bb325c3295747efea3,zstd|1|identity,source_code,False,False,False
N/A,rule_based,deflate|9|identity,balanced,0.03752843996619009,79bb325c3295747efea3,brotli|9|identity,source_code,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.04954769182550392,b26de929ad20b7ac9288,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|1|identity,fastest,0.0,b26de929ad20b7ac9288,zstd|1|identity,csv,True,True,True
N/A,rule_based,deflate|6|identity,balanced,0.12805962188916836,b26de929ad20b7ac9288,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.2471078783337167,39a02de3ede36018b3fe,zstd|9|identity,csv,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.010758642404352169,39a02de3ede36018b3fe,zstd|1|identity,csv,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.036841443335095536,39a02de3ede36018b3fe,zstd|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.07080768478357821,5dc21384a6a2b295ec5d,brotli|9|identity,csv,False,False,False
N/A,rule_based,zstd|9|identity,fastest,0.005893494870426522,5dc21384a6a2b295ec5d,zstd|1|identity,csv,False,False,False
N/A,rule_based,brotli|4|identity,balanced,0.07018758196412217,5dc21384a6a2b295ec5d,brotli|9|identity,csv,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.6196839663981935,48e21ec2f07a239cb0db,raw|default|identity,video,False,False,False
N/A,rule_based,zstd|3|identity,fastest,0.02194955063417821,48e21ec2f07a239cb0db,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|6|identity,balanced,0.2709931482420595,48e21ec2f07a239cb0db,raw|default|identity,video,False,False,False
N/A,rule_based,brotli|11|identity,smallest,0.015325962337673664,0ff9b372da6fcecbdc8a,brotli|9|identity,source_code,False,False,False
