best_codec,best_level,best_strategy,best_transform,expected_bpb,expected_compression_time,expected_decompression_time,profile,profile_score,sample_id,source_category,source_group,split
brotli,6,brotli|6|identity,identity,7.6064453125,0.003954100000555627,0.0005897999944863841,smallest,0.018254500094397417,010f5bd216125c3a29ed,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\02_07__exit_phone_room__9NVRE2KQ.mp4,validation
zstd,3,zstd|3|identity,identity,7.7015380859375,0.00014489999739453197,1.1600001016631722e-05,fastest,0.010884432091953944,010f5bd216125c3a29ed,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\02_07__exit_phone_room__9NVRE2KQ.mp4,validation
brotli,6,brotli|6|identity,identity,7.6064453125,0.003954100000555627,0.0005897999944863841,balanced,0.027458865995335324,010f5bd216125c3a29ed,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\02_07__exit_phone_room__9NVRE2KQ.mp4,validation
bzip2,9,bzip2|9|identity,identity,1.6640625,0.011915499999304302,0.003547799991792999,smallest,0.012802501719424994,0176cdda1aac09477d97,source_code,real:apps\web_angular\.angular\cache\20.3.28\xai-web\vite\deps\@angular_router.js,test
zstd,3,zstd|3|identity,identity,2.0145263671875,0.0011431000020820647,0.0002948000037577003,fastest,0.010978078934529753,0176cdda1aac09477d97,source_code,real:apps\web_angular\.angular\cache\20.3.28\xai-web\vite\deps\@angular_router.js,test
zstd,9,zstd|9|identity,identity,1.80322265625,0.0046790000051259995,0.00030699999479111284,balanced,0.022909398693843702,0176cdda1aac09477d97,source_code,real:apps\web_angular\.angular\cache\20.3.28\xai-web\vite\deps\@angular_router.js,test
brotli,9,brotli|9|identity,identity,7.55615234375,0.029620600005728193,0.00039060000563040376,smallest,0.014300701050827492,01920ba0776eba2c8589,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,train
deflate,9,deflate|9|identity,identity,7.6226806640625,0.0012681999942287803,0.00010220000694971532,fastest,0.012207162143386428,01920ba0776eba2c8589,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,train
brotli,6,brotli|6|identity,identity,7.559326171875,0.004063100001076236,0.0005692999984603375,balanced,0.028002623709985977,01920ba0776eba2c8589,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,train
zstd,1,zstd|1|identity,identity,0.002716064453125,0.0002995999966515228,9.73999995039776e-05,smallest,0.00015972396893543432,01b54e5501f227123fde,structured,synthetic:engines\XAI-Compress\data\hybrid_selector\synthetic\structured_256KiB.json,train
zstd,1,zstd|1|identity,identity,0.002716064453125,0.0002995999966515228,9.73999995039776e-05,fastest,0.0017511827954272464,01b54e5501f227123fde,structured,synthetic:engines\XAI-Compress\data\hybrid_selector\synthetic\structured_256KiB.json,train
zstd,1,zstd|1|identity,identity,0.002716064453125,0.0002995999966515228,9.73999995039776e-05,balanced,0.0009447044637704731,01b54e5501f227123fde,structured,synthetic:engines\XAI-Compress\data\hybrid_selector\synthetic\structured_256KiB.json,train
brotli,11,brotli|11|identity,identity,4.551724137931035,0.0027083000022685155,4.460000491235405e-05,smallest,0.009046412495953268,022eaf06a0fa50211134,csv,real:engines\XAI-Compress\checkpoints\neural_lossy_v1\validation.metrics.csv,train
deflate,9,deflate|9|identity,identity,5.0344827586206895,5.289999535307288e-05,1.6200006939470768e-05,fastest,0.03082981988862569,022eaf06a0fa50211134,csv,real:engines\XAI-Compress\checkpoints\neural_lossy_v1\validation.metrics.csv,train
brotli,4,brotli|4|identity,identity,4.735632183908046,0.0001049999991664663,2.2299995180219412e-05,balanced,0.05149400325795499,022eaf06a0fa50211134,csv,real:engines\XAI-Compress\checkpoints\neural_lossy_v1\validation.metrics.csv,train
brotli,6,brotli|6|dictionary,dictionary,5.793103448275862,0.00021880000713281333,3.809999907389283e-05,smallest,0.00572950035636073,02a8b99eb4f5b8252bd5,json,real:engines\XAI-Compress\.test-tmp\final-all\test_package_filter_and_metada0\stage\dataset-metadata.json,validation
deflate,9,deflate|9|identity,identity,6.068965517241379,2.479999966453761e-05,4.3000036384910345e-06,fastest,0.01259980914169892,02a8b99eb4f5b8252bd5,json,real:engines\XAI-Compress\.test-tmp\final-all\test_package_filter_and_metada0\stage\dataset-metadata.json,validation
deflate,9,deflate|9|identity,identity,6.068965517241379,2.479999966453761e-05,4.3000036384910345e-06,balanced,0.03962849469462906,02a8b99eb4f5b8252bd5,json,real:engines\XAI-Compress\.test-tmp\final-all\test_package_filter_and_metada0\stage\dataset-metadata.json,validation
brotli,11,brotli|11|identity,identity,3.1919866444073457,0.0037229000008665025,3.409999771974981e-05,smallest,0.008484380888977228,02b0dd87e9936048d6b1,json,real:apps\public_nextjs\package.json,train
zstd,6,zstd|6|identity,identity,3.712854757929883,6.61999947624281e-05,1.889999839477241e-05,fastest,0.025767118912446742,02b0dd87e9936048d6b1,json,real:apps\public_nextjs\package.json,train
deflate,9,deflate|9|identity,identity,3.5258764607679467,8.249998791143298e-05,2.1700005163438618e-05,balanced,0.04877438517320355,02b0dd87e9936048d6b1,json,real:apps\public_nextjs\package.json,train
brotli,11,brotli|11|identity,identity,4.311688311688312,0.002567800009273924,3.580001066438854e-05,smallest,0.0066556019410733015,02d018fda0a64203845c,binary,real:apps\desktop_flutter\windows\.gitignore,train
zstd,9,zstd|9|identity,identity,4.909090909090909,5.709999823011458e-05,1.6300007700920105e-05,fastest,0.02439054571269507,02d018fda0a64203845c,binary,real:apps\desktop_flutter\windows\.gitignore,train
brotli,6,brotli|6|identity,identity,4.467532467532467,0.0007186000002548099,3.3500007702969015e-05,balanced,0.06866625489764062,02d018fda0a64203845c,binary,real:apps\desktop_flutter\windows\.gitignore,train
zstd,3,zstd|3|identity,identity,0.0047607421875,2.8800001018680632e-05,2.0799998310394585e-05,smallest,0.00010817267910915316,02fe6ea1cfc606255580,repetitive,synthetic:engines\XAI-Compress\data\hybrid_selector\synthetic\repetitive_64KiB.bin,train
zstd,3,zstd|3|identity,identity,0.0047607421875,2.8800001018680632e-05,2.0799998310394585e-05,fastest,0.0010135851077574761,02fe6ea1cfc606255580,repetitive,synthetic:engines\XAI-Compress\data\hybrid_selector\synthetic\repetitive_64KiB.bin,train
zstd,3,zstd|3|identity,identity,0.0047607421875,2.8800001018680632e-05,2.0799998310394585e-05,balanced,0.0006066398814232684,02fe6ea1cfc606255580,repetitive,synthetic:engines\XAI-Compress\data\hybrid_selector\synthetic\repetitive_64KiB.bin,train
brotli,11,brotli|11|identity,identity,2.769230769230769,0.007190000003902242,5.7999990531243384e-05,smallest,0.01381675090386313,03843476f54a163533a7,csv,real:engines\XAI-Compress\results\final\lossless_benchmark.csv,train
zstd,1,zstd|1|identity,identity,3.2731326644370125,6.880000000819564e-05,2.78999941656366e-05,fastest,0.01951098036245978,03843476f54a163533a7,csv,real:engines\XAI-Compress\results\final\lossless_benchmark.csv,train
deflate,6,deflate|6|identity,identity,3.17056856187291,0.00012510000669863075,3.2099997042678297e-05,balanced,0.047988238375522796,03843476f54a163533a7,csv,real:engines\XAI-Compress\results\final\lossless_benchmark.csv,train
brotli,4,brotli|4|identity,identity,7.5675675675675675,5.840000812895596e-05,1.4299992471933365e-05,smallest,0.0015648351824594467,038bbc73704a5d6ab35f,source_code,real:apps\web_angular\src\environments\environment.prod.ts,train
raw,,raw|default|identity,identity,8.0,4.899993655271828e-06,4.1000021155923605e-06,fastest,0.0032258064516129032,038bbc73704a5d6ab35f,source_code,real:apps\web_angular\src\environments\environment.prod.ts,train
brotli,4,brotli|4|identity,identity,7.5675675675675675,5.840000812895596e-05,1.4299992471933365e-05,balanced,0.02231783940817439,038bbc73704a5d6ab35f,source_code,real:apps\web_angular\src\environments\environment.prod.ts,train
brotli,11,brotli|11|identity,identity,3.754601226993865,0.0031088999967323616,3.599999763537198e-05,smallest,0.010286377175291928,03b1599a0ef5c82a9a8b,binary,real:apps\admin_dotnet\Components\Pages\Jobs.razor,train
zstd,9,zstd|9|identity,identity,4.785276073619632,6.120000034570694e-05,1.579998934175819e-05,fastest,0.03075511337937729,03b1599a0ef5c82a9a8b,binary,real:apps\admin_dotnet\Components\Pages\Jobs.razor,train
deflate,9,deflate|9|identity,identity,4.507157464212679,9.460000728722662e-05,2.2299995180219412e-05,balanced,0.09909462270373103,03b1599a0ef5c82a9a8b,binary,real:apps\admin_dotnet\Components\Pages\Jobs.razor,train
brotli,11,brotli|11|identity,identity,6.0606060606060606,0.003653499996289611,4.0099999750964344e-05,smallest,0.008417876294399055,04037223be7801e52d02,binary,real:engines\XAI-Compress\.test-tmp\final-all\test_v3_tiny_chunks_and_empty_0\out,test
deflate,9,deflate|9|identity,identity,6.94949494949495,7.510000432375818e-05,9.2999980552122e-06,fastest,0.027520001858251417,04037223be7801e52d02,binary,real:engines\XAI-Compress\.test-tmp\final-all\test_v3_tiny_chunks_and_empty_0\out,test
brotli,6,brotli|6|identity,identity,6.356902356902357,0.0008358000050066039,3.4900003811344504e-05,balanced,0.1038537603138239,04037223be7801e52d02,binary,real:engines\XAI-Compress\.test-tmp\final-all\test_v3_tiny_chunks_and_empty_0\out,test
brotli,11,brotli|11|identity,identity,7.321044921875,0.46360179998737294,0.0010235999943688512,smallest,0.01667841265303109,040d6cd1913e63d0bf50,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\02_01__walking_outside_cafe_disgusted__YVGY8LOK.mp4,test
zstd,9,zstd|9|identity,identity,7.478759765625,0.0010735999967437238,3.609999839682132e-05,fastest,0.013984106987213118,040d6cd1913e63d0bf50,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\02_01__walking_outside_cafe_disgusted__YVGY8LOK.mp4,test
brotli,6,brotli|6|identity,identity,7.3375244140625,0.004100600010133348,0.0005997999978717417,balanced,0.026646272292872527,040d6cd1913e63d0bf50,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\02_01__walking_outside_cafe_disgusted__YVGY8LOK.mp4,test
brotli,11,brotli|11|identity,identity,4.167860798362334,0.005449499993119389,4.739999712910503e-05,smallest,0.011035299419911328,0436fe48f5cecec2732f,markdown,real:docs\ROADMAP.md,validation
zstd,3,zstd|3|identity,identity,5.232343909928352,6.0699996538460255e-05,2.2599997464567423e-05,fastest,0.02655999834471478,0436fe48f5cecec2732f,markdown,real:docs\ROADMAP.md,validation
deflate,6,deflate|6|identity,identity,4.9785056294779935,0.00010900000052060932,2.820001100189984e-05,balanced,0.1075125733915274,0436fe48f5cecec2732f,markdown,real:docs\ROADMAP.md,validation
brotli,6,brotli|6|identity,identity,3.5049961568024597,0.0013384000048972666,4.8000001697801054e-05,smallest,0.004347726567727929,04e306d0d02d28c725bb,binary,real:engines\XAI-Compress\.test-tmp\final-all\test_v3_global_checksum_and_tr0\out,train
zstd,3,zstd|3|identity,identity,3.775557263643351,6.009999196976423e-05,1.2699994840659201e-05,fastest,0.014067174106116704,04e306d0d02d28c725bb,binary,real:engines\XAI-Compress\.test-tmp\final-all\test_v3_global_checksum_and_tr0\out,train
deflate,9,deflate|9|identity,identity,3.72021521906226,0.0001429999974789098,1.3199998647905886e-05,balanced,0.03219682951420801,04e306d0d02d28c725bb,binary,real:engines\XAI-Compress\.test-tmp\final-all\test_v3_global_checksum_and_tr0\out,train
brotli,11,brotli|11|identity,identity,1.3353197068112748,0.19973609999578912,0.0004197000089334324,smallest,0.015382578576533558,05320ebecf86df653a40,logs,real:engines\XAI-Compress\results\model_search\imports\auto\residual-scale-depth-3c28504154\v1\xai-compress-auto-residual-scale-depth-3c28504154.log,train
zstd,1,zstd|1|identity,identity,1.9410841626442603,0.00042039999971166253,0.00014709999959450215,fastest,0.008101434593245908,05320ebecf86df653a40,logs,real:engines\XAI-Compress\results\model_search\imports\auto\residual-scale-depth-3c28504154\v1\xai-compress-auto-residual-scale-depth-3c28504154.log,train
brotli,6,brotli|6|identity,identity,1.693025842718948,0.003717200001119636,0.00026390000130049884,balanced,0.0329219580741336,05320ebecf86df653a40,logs,real:engines\XAI-Compress\results\model_search\imports\auto\residual-scale-depth-3c28504154\v1\xai-compress-auto-residual-scale-depth-3c28504154.log,train
brotli,11,brotli|11|identity,identity,7.1937255859375,0.6963760999933584,0.0003237999917473644,smallest,0.015538093079638854,055c9f6ee496bae3d64e,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4,train
zstd,3,zstd|3|identity,identity,7.4078369140625,0.0006508000078611076,4.510000871960074e-05,fastest,0.014993656546406829,055c9f6ee496bae3d64e,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4,train
brotli,6,brotli|6|identity,identity,7.2060546875,0.005841299993335269,0.0009941000025719404,balanced,0.03167754924054439,055c9f6ee496bae3d64e,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4,train
brotli,11,brotli|11|identity,identity,4.168674698795181,0.0013076000032015145,1.829999382607639e-05,smallest,0.007990226002282334,05640695c15f7f22c9c2,csv,real:engines\XAI-Compress\.test-tmp\final-all\test_experiment_log_and_manife0\experiments.csv,train
zstd,9,zstd|9|identity,identity,5.27710843373494,2.750000567175448e-05,7.90000194683671e-06,fastest,0.036686557943863864,05640695c15f7f22c9c2,csv,real:engines\XAI-Compress\.test-tmp\final-all\test_experiment_log_and_manife0\experiments.csv,train
brotli,4,brotli|4|identity,identity,4.819277108433735,6.500000017695129e-05,1.2899996363557875e-05,balanced,0.10766473484487202,05640695c15f7f22c9c2,csv,real:engines\XAI-Compress\.test-tmp\final-all\test_experiment_log_and_manife0\experiments.csv,train
brotli,11,brotli|11|identity,identity,2.288077188146106,0.005378799993195571,4.3199994252063334e-05,smallest,0.009905601360146832,05b85cd7a82809ab6688,source_code,real:apps\admin_dotnet\Models\AdminModels.cs,train
zstd,3,zstd|3|identity,identity,2.855961405926947,6.420000863727182e-05,2.540000423323363e-05,fastest,0.01847585717264957,05b85cd7a82809ab6688,source_code,real:apps\admin_dotnet\Models\AdminModels.cs,train
deflate,6,deflate|6|identity,identity,2.596829772570641,0.00011010000889655203,2.649999805726111e-05,balanced,0.035563789761287226,05b85cd7a82809ab6688,source_code,real:apps\admin_dotnet\Models\AdminModels.cs,train
brotli,6,brotli|6|identity,identity,6.959228515625,0.003748200004338287,0.00060299999313429,smallest,0.0053658052890701345,05d45d058bf199ca8c8c,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_07__outside_talking_still_laughing__XRK7FGZX.mp4,train
zstd,1,zstd|1|identity,identity,7.18310546875,0.0003476999991107732,3.739999374374747e-05,fastest,0.012048397709923013,05d45d058bf199ca8c8c,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_07__outside_talking_still_laughing__XRK7FGZX.mp4,train
brotli,6,brotli|6|identity,identity,6.959228515625,0.003748200004338287,0.00060299999313429,balanced,0.014507464527301188,05d45d058bf199ca8c8c,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\04_07__outside_talking_still_laughing__XRK7FGZX.mp4,train
brotli,11,brotli|11|identity,identity,2.884012539184953,0.004109800007427111,4.16000111727044e-05,smallest,0.009446774982226113,0607ab4e74cffa22d2fc,json,real:engines\XAI-Compress\checkpoints\neural_lossy_v1\validation.history.json,validation
zstd,9,zstd|9|identity,identity,3.4858934169278997,6.259999645408243e-05,1.589999010320753e-05,fastest,0.02248518764497416,0607ab4e74cffa22d2fc,json,real:engines\XAI-Compress\checkpoints\neural_lossy_v1\validation.history.json,validation
brotli,4,brotli|4|identity,identity,3.1724137931034484,0.00011899998935405165,2.4900000425986946e-05,balanced,0.046428185799026606,0607ab4e74cffa22d2fc,json,real:engines\XAI-Compress\checkpoints\neural_lossy_v1\validation.history.json,validation
brotli,6,brotli|6|identity,identity,4.536796536796537,0.0006209999992279336,2.849999873433262e-05,smallest,0.003240345135554477,0688555bcd5d3acd69ef,binary,real:apps\desktop_flutter\analysis_options.yaml,train
zstd,6,zstd|6|identity,identity,4.987012987012987,4.810000245925039e-05,1.4999997802078724e-05,fastest,0.025520380795987445,0688555bcd5d3acd69ef,binary,real:apps\desktop_flutter\analysis_options.yaml,train
brotli,4,brotli|4|identity,identity,4.675324675324675,0.00011819999781437218,2.4299995857290924e-05,balanced,0.04530773051299374,0688555bcd5d3acd69ef,binary,real:apps\desktop_flutter\analysis_options.yaml,train
brotli,11,brotli|11|identity,identity,3.6738768718801995,0.003794799995375797,4.339999577496201e-05,smallest,0.009687751950217274,0727818b5374f961f13e,source_code,real:apps\public_nextjs\app\privacy\page.tsx,train
zstd,3,zstd|3|identity,identity,5.151414309484193,5.020000389777124e-05,1.9500002963468432e-05,fastest,0.03754257602776518,0727818b5374f961f13e,source_code,real:apps\public_nextjs\app\privacy\page.tsx,train
brotli,6,brotli|6|identity,identity,4.259567387687188,0.0010462000063853338,3.989999822806567e-05,balanced,0.1309037946938573,0727818b5374f961f13e,source_code,real:apps\public_nextjs\app\privacy\page.tsx,train
brotli,11,brotli|11|identity,identity,3.3338497288923317,0.007171099990955554,6.370000483002514e-05,smallest,0.013781725962747257,073b4342cbd9a3571c03,json,real:engines\XAI-Compress\results\model_search\candidates\lr-0-0002-f316e33308\config.json,train
zstd,6,zstd|6|identity,identity,3.9535243996901626,0.00010309999925084412,2.3999993572942913e-05,fastest,0.02289488491842366,073b4342cbd9a3571c03,json,real:engines\XAI-Compress\results\model_search\candidates\lr-0-0002-f316e33308\config.json,train
deflate,9,deflate|9|identity,identity,3.8295894655305966,0.00015409999468829483,3.7299992982298136e-05,balanced,0.06489848526816328,073b4342cbd9a3571c03,json,real:engines\XAI-Compress\results\model_search\candidates\lr-0-0002-f316e33308\config.json,train
brotli,11,brotli|11|identity,identity,6.531209786586895,0.6553664999955799,0.0014630999939981848,smallest,0.027358666376897062,074abe3cf988a7ab2542,model,real:engines\XAI-Compress\.test-tmp\kaggle-workflow\test_neural_transformer_roundt0\tr.pt,train
zstd,9,zstd|9|identity,identity,6.782158196433644,0.001567400002386421,0.00019789999350905418,fastest,0.015329883514770186,074abe3cf988a7ab2542,model,real:engines\XAI-Compress\.test-tmp\kaggle-workflow\test_neural_transformer_roundt0\tr.pt,train
brotli,6,brotli|6|identity,identity,6.655413874358675,0.005587000006926246,0.0013875000004190952,balanced,0.0704280819194133,074abe3cf988a7ab2542,model,real:engines\XAI-Compress\.test-tmp\kaggle-workflow\test_neural_transformer_roundt0\tr.pt,train
brotli,9,brotli|9|identity,identity,3.519348268839104,0.0013255999947432429,3.599999763537198e-05,smallest,0.00465864913082748,07750e2132bd98b4aef0,source_code,real:apps\public_nextjs\.next\server\middleware-react-loadable-manifest.js,train
deflate,1,deflate|1|identity,identity,4.464358452138493,3.890000516548753e-05,1.3199998647905886e-05,fastest,0.024568313857903527,07750e2132bd98b4aef0,source_code,real:apps\public_nextjs\.next\server\middleware-react-loadable-manifest.js,train
deflate,9,deflate|9|identity,identity,3.8126272912423627,7.09999876562506e-05,2.020000829361379e-05,balanced,0.0475786992042202,07750e2132bd98b4aef0,source_code,real:apps\public_nextjs\.next\server\middleware-react-loadable-manifest.js,train
brotli,11,brotli|11|identity,identity,4.317880794701987,0.003547100001014769,5.2100003813393414e-05,smallest,0.010649860778373819,077f80ac1df2df28db8c,source_code,real:apps\desktop_flutter\windows\flutter\generated_plugin_registrant.h,validation
zstd,6,zstd|6|identity,identity,5.086092715231788,5.789998976979405e-05,1.7400001524947584e-05,fastest,0.03207319519151197,077f80ac1df2df28db8c,source_code,real:apps\desktop_flutter\windows\flutter\generated_plugin_registrant.h,validation
brotli,4,brotli|4|identity,identity,4.768211920529802,0.0001581999968038872,2.9800008633174002e-05,balanced,0.08796209436696621,077f80ac1df2df28db8c,source_code,real:apps\desktop_flutter\windows\flutter\generated_plugin_registrant.h,validation
brotli,11,brotli|11|identity,identity,3.742690058479532,0.004183600001852028,4.669999179895967e-05,smallest,0.009407108536870303,082bf669dbcf2e0362b6,csv,real:engines\XAI-Compress\results\final_analysis\manifests\benchmark_manifest.csv,train
zstd,3,zstd|3|identity,identity,4.247953216374269,5.2099989261478186e-05,1.9500002963468432e-05,fastest,0.022551785368589705,082bf669dbcf2e0362b6,csv,real:engines\XAI-Compress\results\final_analysis\manifests\benchmark_manifest.csv,train
deflate,6,deflate|6|identity,identity,4.135672514619883,7.270000060088933e-05,1.999999221879989e-05,balanced,0.054669570197711015,082bf669dbcf2e0362b6,csv,real:engines\XAI-Compress\results\final_analysis\manifests\benchmark_manifest.csv,train
brotli,11,brotli|11|identity,identity,2.9114236368122377,0.006595099999685772,3.8700003642588854e-05,smallest,0.014355505494939786,0836f11ee1af41e93738,markdown,real:engines\XAI-Compress\README.md,train
zstd,3,zstd|3|identity,identity,3.6595114729829756,0.00011500000255182385,3.819999983534217e-05,fastest,0.02348607567850249,0836f11ee1af41e93738,markdown,real:engines\XAI-Compress\README.md,train
deflate,6,deflate|6|identity,identity,3.519368369109302,0.00023299999884329736,5.0300004659220576e-05,balanced,0.06990107474097375,0836f11ee1af41e93738,markdown,real:engines\XAI-Compress\README.md,train
brotli,11,brotli|11|identity,identity,2.6382978723404253,0.0035560999967856333,3.720000677276403e-05,smallest,0.008015569748293669,0896835f15c9b19c3d69,json,real:engines\XAI-Compress\results\hybrid_ai\selector_feature_schema.json,train
zstd,3,zstd|3|identity,identity,3.174468085106383,4.5599997974932194e-05,1.819999306462705e-05,fastest,0.0172804291403101,0896835f15c9b19c3d69,json,real:engines\XAI-Compress\results\hybrid_ai\selector_feature_schema.json,train
deflate,9,deflate|9|identity,identity,2.9191489361702128,8.97999998414889e-05,2.3500004317611456e-05,balanced,0.036560763987922934,0896835f15c9b19c3d69,json,real:engines\XAI-Compress\results\hybrid_ai\selector_feature_schema.json,train
brotli,11,brotli|11|identity,identity,3.4848046309696095,0.004669400004786439,4.600000102072954e-05,smallest,0.011484633077202714,08e9018d228757d16259,source_code,real:apps\desktop_flutter\windows\runner\utils.h,train
zstd,9,zstd|9|identity,identity,4.167872648335745,7.779999577905983e-05,1.8300008377991617e-05,fastest,0.027230895021092775,08e9018d228757d16259,source_code,real:apps\desktop_flutter\windows\runner\utils.h,train
deflate,9,deflate|9|identity,identity,3.9826338639652676,8.789999992586672e-05,2.340000355616212e-05,balanced,0.06735523283182461,08e9018d228757d16259,source_code,real:apps\desktop_flutter\windows\runner\utils.h,train
brotli,11,brotli|11|identity,identity,7.481689453125,0.6770026000012876,0.00087340000027325,smallest,0.016059395718073636,09276f7e651e3daee010,video,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_12__outside_talking_still_laughing__TNI7KUZ6.mp4,train
