source_id,source_group,source_path,origin,category,original_bytes,log2_file_size,size_bucket,sha256,split
c348d45689584599ff90,real:engines\XAI-Compress\.test-tmp\final-all\test_neural_gru_roundtrip0\tiny.pt,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-all\test_neural_gru_roundtrip0\tiny.pt,real,model,28010,14.773654362961869,16_64KiB,8e7edebe8769a4e44508a97e37b86fa945bb361684dfa165425be14fbb7a5be3,train
af9bc74bbd50cd34bcb9,real:engines\XAI-Compress\restored.pdf,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\restored.pdf,real,pdf,46,5.523561956057013,lt_16KiB,f45c0e3fb9753cd33497eb2481789707e5c5d4debfce05563e8f7c67aea9d157,train
af06e08a932131b2bd52,real:analytics\XAI-Compress-Analysis-Suite\analysis_suite\common.py,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\analysis_suite\common.py,real,source_code,1146,10.162391328756906,lt_16KiB,ce0eb8b1ba85ee57b94602fa7dffb3adb5bd24bba502b9d243a4b07e2b0dbd86,test
4dda9a979839809ebab8,real:analytics\XAI-Compress-Analysis-Suite\requirements-analysis.txt,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\requirements-analysis.txt,real,text,56,5.807354922057604,lt_16KiB,c1cfbb3b6b6bcc4573b9dd234b264c48a5a6a0039a872a88e1e58201622747b8,train
c9698489922ff792ca09,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__meeting_serious__YVGY8LOK.mp4,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__meeting_serious__YVGY8LOK.mp4,real,video,6745903,22.68558014317605,1_10MiB,00b1565e2e0816e32f7b552bab09e1cec49b82d3550ef25bfa8c604d100f7c44,train
366cdc62002bb9c78195,real:apps\admin_dotnet\wwwroot\favicon.svg,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\wwwroot\favicon.svg,real,xml,202,7.658211482751795,lt_16KiB,f2ec28fdc8e1f16a303876b7125e6475ed4fe1c18fd2eb87c16cef6a464359c4,validation
c00053085b900f5df548,real:apps\public_nextjs\.next\cache\webpack\client-development\1.pack.gz,C:\Users\ss\Desktop\XAI\XAI\apps\public_nextjs\.next\cache\webpack\client-development\1.pack.gz,real,archive,11798593,23.492111490497773,gt_10MiB,fd5f5bcaba1cf150622596027fefdd22ac7a61db2dde473c03f3965c3881d4ed,test
d64733137abea2ecb549,real:.gitignore,C:\Users\ss\Desktop\XAI\XAI\.gitignore,real,binary,186,7.539158811108031,lt_16KiB,1484018c89564e75eb003a17944a35c83ca0f48274961c6829533688bc2702ad,train
05640695c15f7f22c9c2,real:engines\XAI-Compress\.test-tmp\final-all\test_experiment_log_and_manife0\experiments.csv,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-all\test_experiment_log_and_manife0\experiments.csv,real,csv,332,8.375039431346925,lt_16KiB,85e6a3b5210acb90788c98526fecb1590d130eb77b6705e10ffa128264b2f57f,train
b5fd6fc63ac6c419b59b,real:apps\admin_dotnet\bin\Debug\net8.0\AdminDotNet.exe,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\AdminDotNet.exe,real,executable,151552,17.20945336562895,64KiB_1MiB,abf3e512384e10cbfc06ee5a13b6ba2a8dfd9c9b6209f797c822ff146e5e8507,train
3470d448567d9d2ac0f7,real:apps\web_angular\src\index.html,C:\Users\ss\Desktop\XAI\XAI\apps\web_angular\src\index.html,real,html,295,8.204571144249204,lt_16KiB,0f40836c1e7ae6a884e9b19401c72fc535abf2be6457862e46b58882b566538e,train
81cbf17669835e4ef24e,real:apps\mobile_authenticator_flutter\android\app\src\main\res\mipmap-mdpi\ic_launcher.png,C:\Users\ss\Desktop\XAI\XAI\apps\mobile_authenticator_flutter\android\app\src\main\res\mipmap-mdpi\ic_launcher.png,real,image,442,8.787902559391432,lt_16KiB,c7c0c0189145e4e32a401c61c9bdc615754b0264e7afae24e834bb81049eaf81,train
56a85d106e785873ae69,real:.vscode\settings.json,C:\Users\ss\Desktop\XAI\XAI\.vscode\settings.json,real,json,2,1.0,lt_16KiB,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,train
80fafd99d0637d4b14dc,real:analytics\XAI-Compress-Analysis-Suite\docs\INTERPRETATION_RULES.md,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\docs\INTERPRETATION_RULES.md,real,markdown,1176,10.199672344836364,lt_16KiB,3396931952a7a19bee54a256b819b509416bb4d276aeb532ca18c60a1d9375e8,validation
1dd8a06c1d6eba581589,real:engines\XAI-Compress\.test-tmp\final-all\test_neural_rans_roundtrip0\tiny.pt,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-all\test_neural_rans_roundtrip0\tiny.pt,real,model,28010,14.773654362961869,16_64KiB,27b20c0e95c3813660d99c2c63926c05dc14e524f73f352f358d7bb5046ce9e9,test
df0fe3999dcf948bce05,real:analytics\XAI-Compress-Analysis-Suite\analyze_training.py,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\analyze_training.py,real,source_code,2435,11.249706056969705,lt_16KiB,f254240fd7f289f9560fd4ecba88e5b0f078eca8f5b6189d829a23f19f28c2c8,validation
50b3490c862221460386,real:apps\admin_dotnet\obj\Debug\net8.0\AdminDotNet.csproj.FileListAbsolute.txt,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\obj\Debug\net8.0\AdminDotNet.csproj.FileListAbsolute.txt,real,text,5727,12.483563888125094,lt_16KiB,3a0a0524f734e66ca113295374105cd39726b7af4046ff3520643a615b7609ae,train
ea302a0aad67d6028fa2,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__outside_talking_still_laughing__YVGY8LOK.mp4,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__outside_talking_still_laughing__YVGY8LOK.mp4,real,video,5290755,22.335042181462022,1_10MiB,3d925d4db8a962161bacebd024d7ce5f97d4d22555ab34b8898d633c0c4a5131,test
6202e405feebd7c068aa,real:apps\mobile_authenticator_flutter\android\app\src\debug\AndroidManifest.xml,C:\Users\ss\Desktop\XAI\XAI\apps\mobile_authenticator_flutter\android\app\src\debug\AndroidManifest.xml,real,xml,385,8.588714635582264,lt_16KiB,b01a4541a8144c15bc617bab7eb267c99fa1476368fbbda5a12cdbf4e316a34c,validation
86aebd2a6ca744d6ce03,real:apps\public_nextjs\.next\cache\webpack\client-development\2.pack.gz,C:\Users\ss\Desktop\XAI\XAI\apps\public_nextjs\.next\cache\webpack\client-development\2.pack.gz,real,archive,2597,11.342630298678408,lt_16KiB,d3ded09d755c7c896e54b00b6b49be489d6d7daaf8644040916911505623d36d,test
4ca5960133ba9fa63b1a,real:apps\admin_dotnet\.gitignore,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\.gitignore,real,binary,62,5.954196310386875,lt_16KiB,c7a9de101ce3704f111bace706713887fb85b38e706b9fb7db07189683d8dde0,validation
369c1fe157978df2b989,real:apps\admin_dotnet\bin\Debug\net8.0\Microsoft.AspNetCore.Authentication.OpenIdConnect.dll,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\Microsoft.AspNetCore.Authentication.OpenIdConnect.dll,real,executable,119576,16.867568330900134,64KiB_1MiB,8abbc1575c6da4be6e56b682b8cb8e299c14c62905589e949cc19d48f130f59e,train
65fd55ff92ad3fa4676d,real:apps\mobile_authenticator_flutter\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png,C:\Users\ss\Desktop\XAI\XAI\apps\mobile_authenticator_flutter\android\app\src\main\res\mipmap-xhdpi\ic_launcher.png,real,image,721,9.493855449240822,lt_16KiB,e14aa40904929bf313fded22cf7e7ffcbf1d1aac4263b5ef1be8bfce650397aa,train
b34e5a70f8f311e18fbc,real:.vscode\tasks.json,C:\Users\ss\Desktop\XAI\XAI\.vscode\tasks.json,real,json,1263,10.302638923787553,lt_16KiB,b09973869a36b4a99d09136689e67dd7745f006f4cc4ba9e20eaa1c703fc2ffc,validation
20369f9130fc10f3f612,real:analytics\XAI-Compress-Analysis-Suite\docs\METRICS_EXPLAINED.md,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\docs\METRICS_EXPLAINED.md,real,markdown,1568,10.614709844115207,lt_16KiB,4ce208f57fd58d7e47d182a8d94fb8a2001300d7f5714e175098343b9efe609d,train
32ba200fc94015519830,real:engines\XAI-Compress\.test-tmp\final-all\test_neural_transformer_roundt0\tr.pt,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-all\test_neural_transformer_roundt0\tr.pt,real,model,59837,15.8687502253362,16_64KiB,ae10eb53051abdeb1c0906381f3dfa788de3a050593b4ad39d7685498575495d,train
14d03c12483022a2865d,real:analytics\XAI-Compress-Analysis-Suite\generate_report.py,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\generate_report.py,real,source_code,5896,12.52552080909507,lt_16KiB,78eeb90cc75d0f4eb14da131f2857553bdf32446b2f28b9a86944e7da0ab22dc,test
ddcde549a83c45826c5b,real:apps\desktop_flutter\windows\CMakeLists.txt,C:\Users\ss\Desktop\XAI\XAI\apps\desktop_flutter\windows\CMakeLists.txt,real,text,4284,12.064742764750257,lt_16KiB,66ef9cc122c9304dc7ba292bfa253e493f953995f6bd5da381f4dff09254eb1a,train
7949ac89c2483924ee9c,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__talking_against_wall__YVGY8LOK.mp4,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__talking_against_wall__YVGY8LOK.mp4,real,video,3471524,21.72713771471097,1_10MiB,3721e67674ed9b62636caf4c2ab00c63830fe68902248e6990cb0abd9795683c,test
9b0580dc333cb2e2af17,real:apps\mobile_authenticator_flutter\android\app\src\main\AndroidManifest.backup.xml,C:\Users\ss\Desktop\XAI\XAI\apps\mobile_authenticator_flutter\android\app\src\main\AndroidManifest.backup.xml,real,xml,2259,11.141468555393084,lt_16KiB,debea646597b50a2566455820161a6d3c1c2edae205fe74c149ac520c78c2ab3,train
86001d08743dd5e4d3a3,real:apps\public_nextjs\.next\cache\webpack\client-development\3.pack.gz,C:\Users\ss\Desktop\XAI\XAI\apps\public_nextjs\.next\cache\webpack\client-development\3.pack.gz,real,archive,1244,10.280770770130603,lt_16KiB,163e67e5eac5362fef2c853ac7f48d2233102e9521b4cda2e94c6979438ce742,train
740876e13c0539ac6a91,real:apps\admin_dotnet\AdminDotNet.csproj,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\AdminDotNet.csproj,real,binary,492,8.94251450533924,lt_16KiB,85a710e63aa7a635dc07c260b035367d8142e5a500e63c59a6897edd4f89923e,train
50bbd74ef7529f18b9d2,real:engines\XAI-Compress\.test-tmp\final-validation\test_experiment_log_and_manife0\experiments.csv,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-validation\test_experiment_log_and_manife0\experiments.csv,real,csv,332,8.375039431346925,lt_16KiB,0638dbf32f86a0c2185d357a1dca165ac29c95900b40a4d50912258e29eb124f,test
8532a7e7c38dfc36aa1a,real:apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.AmbientMetadata.Application.dll,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.AmbientMetadata.Application.dll,real,executable,34360,15.068442416025826,16_64KiB,8f552ffcd501ab4658e5b70893fb93f4ff005d6e1d824a503c76213717dd9309,test
e1c1f33d25fe1a1fd62e,real:apps\mobile_authenticator_flutter\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png,C:\Users\ss\Desktop\XAI\XAI\apps\mobile_authenticator_flutter\android\app\src\main\res\mipmap-xxhdpi\ic_launcher.png,real,image,1031,10.00982861736811,lt_16KiB,4d470bf22d5c17d84edc5f82516d1ba8a1c09559cd761cefb792f86d9f52b540,train
6d5cca041c2ceb9f2858,real:apps\admin_dotnet\appsettings.Development.json,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\appsettings.Development.json,real,json,154,7.266786540694901,lt_16KiB,8bc54eb5c30c76c4b1ba2d10815d3492a0a1853ae47407d7069e3c02eb31998d,train
d4c982d355c06c18e391,real:analytics\XAI-Compress-Analysis-Suite\docs\PRESENTATION_GUIDE.md,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\docs\PRESENTATION_GUIDE.md,real,markdown,3658,11.836839359748716,lt_16KiB,18f5110fcd033c34cd391ee51b809288b18f219c06becc6e9ad3c45181f6b8de,train
ae5648f6e6016dad0b95,real:engines\XAI-Compress\.test-tmp\final-validation\test_neural_gru_roundtrip0\tiny.pt,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-validation\test_neural_gru_roundtrip0\tiny.pt,real,model,28010,14.773654362961869,16_64KiB,1db71c80595dd7bca9f8a8dd1b59453820906868af094a120fdeb47a66e8e801,train
e1347c6d4abccf03a43d,real:analytics\XAI-Compress-Analysis-Suite\run_analysis_windows.bat,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\run_analysis_windows.bat,real,source_code,1390,10.44086916761087,lt_16KiB,f2ca5ca64ca5873c1345449c0665e5e2bd8c4522ded6f4a17f4c4e8f8764b488,test
f8e0526ae5338d26d114,real:apps\desktop_flutter\windows\flutter\CMakeLists.txt,C:\Users\ss\Desktop\XAI\XAI\apps\desktop_flutter\windows\flutter\CMakeLists.txt,real,text,3851,11.911017407796985,lt_16KiB,bd05e3268b2f246bcbafdb778165fe67a7bafdba04eb73599502563a67b8ae7e,train
7b49667c711e403ace07,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__walk_down_hall_angry__YVGY8LOK.mp4,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__walk_down_hall_angry__YVGY8LOK.mp4,real,video,1164071,20.150747624326428,1_10MiB,2a0882fc4a09c0ec3b18580e0f0d292b235dd1f12ada6dad76a0181a9ed20d1b,train
ae213147909bd8a8d931,real:apps\public_nextjs\.next\cache\webpack\client-development\4.pack.gz,C:\Users\ss\Desktop\XAI\XAI\apps\public_nextjs\.next\cache\webpack\client-development\4.pack.gz,real,archive,21113,14.36584396901679,16_64KiB,a7a6fe0490c494494a5f31bd6790cb5d783f4314342770bf39babb56178b12ff,validation
9cac045b5567c775890b,real:apps\admin_dotnet\bin\Debug\net8.0\AdminDotNet.pdb,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\AdminDotNet.pdb,real,binary,57816,15.819181178959626,16_64KiB,6766e48646f6ee567b2404623b4a272fe49e5314ef1ba8d135a300f099d0085b,train
68186886b2609e8049b4,real:apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.Compliance.Abstractions.dll,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.Compliance.Abstractions.dll,real,executable,39992,15.287423811683523,16_64KiB,89a76f72ff550cfdbbed8d310762ff0f9b35a3b524d5e76c75b3769752110822,train
90577899ae59ca1062ef,real:apps\mobile_authenticator_flutter\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png,C:\Users\ss\Desktop\XAI\XAI\apps\mobile_authenticator_flutter\android\app\src\main\res\mipmap-xxxhdpi\ic_launcher.png,real,image,1443,10.494855584491198,lt_16KiB,3c34e1f298d0c9ea3455d46db6b7759c8211a49e9ec6e44b635fc5c87dfb4180,train
66918e1572c4a6464795,real:apps\admin_dotnet\appsettings.json,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\appsettings.json,real,json,486,8.92481250360578,lt_16KiB,bd4e436d0388f091af546eca089fba9c3915f8f98c8127c704d7e5f2b164a226,train
2c32f79ab55d6d2a7d1c,real:analytics\XAI-Compress-Analysis-Suite\README.md,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\README.md,real,markdown,3548,11.792790294301064,lt_16KiB,cb8d065350a2f3e12427825ea54e5a164d768fecfc13d25b04c1f103a45029a9,train
339af94f88272cc6fb2d,real:engines\XAI-Compress\.test-tmp\final-validation\test_neural_rans_roundtrip0\tiny.pt,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-validation\test_neural_rans_roundtrip0\tiny.pt,real,model,28010,14.773654362961869,16_64KiB,80fbae4ff6981c389becac3cc4f08083c3a9050522d604b25782ef1e394095e8,train
f33d5101d3b6b1aec59e,real:analytics\XAI-Compress-Analysis-Suite\run_benchmark.py,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\run_benchmark.py,real,source_code,5367,12.389900172773064,lt_16KiB,37879bded05166e6ed66585fe8f6feea90b4377b60e407ba34b63f497bf4eee5,train
4bb6ea144fbc0976bcbe,real:apps\desktop_flutter\windows\runner\CMakeLists.txt,C:\Users\ss\Desktop\XAI\XAI\apps\desktop_flutter\windows\runner\CMakeLists.txt,real,text,1836,10.842350343413807,lt_16KiB,d765fdd05f63ad099e585a2cced0cbff13ec3229b7de68c8681b2107db850089,test
deff7d5339ff65ff35c9,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__walking_down_indoor_hall_disgust__YVGY8LOK.mp4,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_02__walking_down_indoor_hall_disgust__YVGY8LOK.mp4,real,video,12640206,23.591516639811733,gt_10MiB,aa0d1e9c67c92fd137450f0f811e45cf6b7b427378614d2952398ba264cb30c7,train
7eb72de3e24a6696faed,real:apps\mobile_authenticator_flutter\android\app\src\main\res\drawable-v21\launch_background.xml,C:\Users\ss\Desktop\XAI\XAI\apps\mobile_authenticator_flutter\android\app\src\main\res\drawable-v21\launch_background.xml,real,xml,450,8.813781191217037,lt_16KiB,dca312ec77de83e43ef70a825c299b51451247286c29167d62f19165750b8793,train
92faead00a10a7d40151,real:apps\public_nextjs\.next\cache\webpack\client-development\5.pack.gz,C:\Users\ss\Desktop\XAI\XAI\apps\public_nextjs\.next\cache\webpack\client-development\5.pack.gz,real,archive,67102,16.034068146676567,64KiB_1MiB,fd011265bee6638eb1258ceaa6e4a92615ad5c262bad17c1fe3218490ddd59cf,train
e59b1f5265501511509b,real:apps\admin_dotnet\Components\_Imports.razor,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\Components\_Imports.razor,real,binary,469,8.873444112515376,lt_16KiB,2e8e158f834cbc4e4c5d750c1b19f782387665844e32089a500d6ad642c0ec13,train
3b3689388ffb44366062,real:engines\XAI-Compress\.test-tmp\full-rust-resume\test_experiment_log_and_manife0\experiments.csv,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\full-rust-resume\test_experiment_log_and_manife0\experiments.csv,real,csv,332,8.375039431346925,lt_16KiB,b48cfc64e06ebbea559f49bd52fd4b4e9398ff17fbb4454f0a8bda269f1ffeea,train
c41da89acba352df9304,real:apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.Configuration.Binder.dll,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.Configuration.Binder.dll,real,executable,42784,15.384783750093353,16_64KiB,beac12f7bba4e22cda2acd9ddfe944a4ed56abec414e084edd147bd5dad3c032,train
b431de9bd8324ec90c36,real:engines\XAI-Compress\results\hybrid_ai\figures\01_codec_bpb.png,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\results\hybrid_ai\figures\01_codec_bpb.png,real,image,9115,13.154026940926496,lt_16KiB,d851ad815612aa7abda02c8cf79713e188c166f2ebc5ae9bb64f9278e151444e,test
73c841618e995b02f2a6,real:apps\admin_dotnet\bin\Debug\net8.0\AdminDotNet.deps.json,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\AdminDotNet.deps.json,real,json,20119,14.296270978386014,16_64KiB,abc64c002ec4fda7243ba0fe8ea95a629c6b6db41092f408628b5ff541f7265f,train
d368be6e7504428798ca,real:apps\admin_dotnet\docs\API_CONTRACT.md,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\docs\API_CONTRACT.md,real,markdown,617,9.269126679149418,lt_16KiB,2f369ca4781ebeec7ac5ac5047435bec683c6a0a619781e6e9c4d9d3ff542c2b,train
0f2fe15d122a243582d7,real:engines\XAI-Compress\.test-tmp\final-validation\test_neural_transformer_roundt0\tr.pt,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-validation\test_neural_transformer_roundt0\tr.pt,real,model,59837,15.8687502253362,16_64KiB,8f59d38480a0dfffc5c232dc58170ad4e9e1ec221ebfb37648edae7b172edab9,test
9dd82c11512836e2932c,real:analytics\XAI-Compress-Analysis-Suite\visualize_results.py,C:\Users\ss\Desktop\XAI\XAI\analytics\XAI-Compress-Analysis-Suite\visualize_results.py,real,source_code,3682,11.846273911349906,lt_16KiB,d490a0912502179f06119ffd69f75406342c40144e0ac7e2d0bbe460c71c238a,train
dfc1d98f85ad6d98296f,real:engines\XAI-Compress\.test-tmp\final-all\test_corpus_roundtrip0\corpus\text\article.txt,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\.test-tmp\final-all\test_corpus_roundtrip0\corpus\text\article.txt,real,text,5520,12.430452551665532,lt_16KiB,c3ae556618076354af7f0653003ef9363cf765561d1c416f56ada64f2e14a054,test
d4f64711ac0280d47bce,real:engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_03__hugging_happy__ISF9SP4G.mp4,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\data\test\archive (1)\FaceForensics++_C23\DeepFakeDetection\01_03__hugging_happy__ISF9SP4G.mp4,real,video,9123749,23.1211953270838,1_10MiB,faec6227fa4237ba719f98293a3935de464a8facaf61452caa60d447e43e3081,train
86e2ae34a999cf3cfaef,real:apps\mobile_authenticator_flutter\android\app\src\main\res\drawable\launch_background.xml,C:\Users\ss\Desktop\XAI\XAI\apps\mobile_authenticator_flutter\android\app\src\main\res\drawable\launch_background.xml,real,xml,446,8.800899899920305,lt_16KiB,2df60e2cfbee873ce2858088cf003e6b93498f2f568476da437610467ea1a9d7,validation
ab223c0e8c40771afec6,real:apps\public_nextjs\.next\cache\webpack\client-development\index.pack.gz,C:\Users\ss\Desktop\XAI\XAI\apps\public_nextjs\.next\cache\webpack\client-development\index.pack.gz,real,archive,86318,16.39737381731897,64KiB_1MiB,9a56ae84b131f34d3f38e630235583d06b96644eda1fb66800312a05fe44a515,validation
d06cecf170d862e73c71,real:apps\admin_dotnet\Components\App.razor,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\Components\App.razor,real,binary,414,8.693486957499326,lt_16KiB,bdc4dd6707a8a728c0257e29a6b123dfa46e37cd7b1af4eaeada4c694e4d307c,train
3618d461b53c3a662347,real:apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.DependencyInjection.Abstractions.dll,C:\Users\ss\Desktop\XAI\XAI\apps\admin_dotnet\bin\Debug\net8.0\Microsoft.Extensions.DependencyInjection.Abstractions.dll,real,executable,64288,15.972261848733291,16_64KiB,4e594bffd358313910cf45acce035d2ebc129fea8591de8ba40c3ba7e458b26b,validation
9e61b7746a382718e27b,real:engines\XAI-Compress\results\hybrid_ai\figures\02_codec_ratio.png,C:\Users\ss\Desktop\XAI\XAI\engines\XAI-Compress\results\hybrid_ai\figures\02_codec_ratio.png,real,image,7583,12.888553007579214,lt_16KiB,ad725ff75729579b21fba8b952a4c98bbbe979c4e734ec2a9dea069f2e22cb3f,train
